id,current_name_en,current_name_fr,series,has_issue,issue_type,new_name_en,new_name_fr,notes
787a2f9c-f16e-41f9-8176-f399d358ab1e,Wizard's Myrmidon,Wizard's Myrmidon,The White Hand,YES,NO_FR_TRANSLATION_EXPECTED,Wizard's Myrmidon,Myrmidon du Sorcier,
9dc8f627-434c-4b6b-9e05-4e97b0a978af,Wizard's Trove,Wizard's Trove,The White Hand,YES,NO_FR_TRANSLATION_EXPECTED,Wizard's Trove,Trophée du Sorcier,
f3c1b2d4-fe6c-4fe0-bda0-32849da6091e,A Lie in Your Eyes,Un mensonge dans vos yeux,Against the Shadow,YES,,A Lie in Your Eyes,Un mensonge dans vos yeux,
d63feab4-38f2-434f-beac-0492ed59dcdf,Above the Abyss,Au-dessus des Abysses,Against the Shadow,YES,,Above the Abyss,Au-dessus des Abysses,
c19cbcff-4b3a-49de-b8f8-c7b936efc4cf,Alatar the Hunter,Alatar le Chasseur,Against the Shadow,YES,,Alatar the Hunter,Alatar le Chasseur,
7f377e60-30b5-4a88-9f55-9c99264fb443,All the Bells Ringing,Sonner le tocsin,Against the Shadow,YES,,All the Bells Ringing,Sonner le tocsin,
2ad2d07f-fd33-438b-a08d-2e7db3f258ba,Alliance of Free Peoples,Alliance des Peuples Libres,Against the Shadow,YES,,Alliance of Free Peoples,Alliance des Peuples Libres,
79177a61-f261-4480-aa6e-f1b92248182b,Alone and Unadvised,Seul et malavisé,Against the Shadow,YES,,Alone and Unadvised,Seul et malavisé,
256159ef-5e48-4ed1-a966-6971660a223e,Ancient Black Axe,Ancienne hache noire,Against the Shadow,YES,,Ancient Black Axe,Ancienne hache noire,
20c17993-db51-4e85-aa2a-1b0d9ee48e74,Angmarim,Angmariens,Against the Shadow,YES,,Angmarim,Angmariens,
24efaf3e-7c94-41c8-af51-45a27084b595,Angmarim,Angmariens,Against the Shadow,YES,,Angmarim,Angmariens,
7bcc126f-652f-493e-86a3-5fe89aa3f713,Bairanax Roused,Bairanax enragé,Against the Shadow,YES,,Bairanax Roused,Bairanax enragé,
aaed3e0b-3d1d-4d89-b782-79bf7095dbc0,Biter and Beater!,Mordeuse et Batteuse !,Against the Shadow,YES,,Biter and Beater!,Mordeuse et Batteuse !,
c8f5b31d-da18-4f83-a1d9-ea1299e31835,Black Horse,Cheval Noir,Against the Shadow,YES,,Black Horse,Cheval Noir,
108617e3-a5de-4d61-aa77-07626ce747e5,Black Númenóreans,Númenóréens Noirs,Against the Shadow,YES,,Black Númenóreans,Númenóréens Noirs,
31270635-4703-4668-8b26-f0095b8c37a4,Bow of the Galadhrim,Arc des Galadhrim,Against the Shadow,YES,,Bow of the Galadhrim,Arc des Galadhrim,
82df3476-91f7-4451-b21d-d8b204c93b12,Come at Need,Arrivé à point nommé,Against the Shadow,YES,,Come at Need,Arrivé à point nommé,
9628e357-a000-4a1f-b022-5999f4707b27,Daelomin Roused,Daelomin enragée,Against the Shadow,YES,,Daelomin Roused,Daelomin enragée,
0600abc3-75a8-43a9-85b1-6bfde137072a,Dancing Spire,Pic Dansant,Against the Shadow,YES,,Dancing Spire,Pic Dansant,
552b91a5-6f13-4c7d-9825-c823f35a2825,Dark Tryst,Sombre rendez-vous,Against the Shadow,YES,,Dark Tryst,Sombre rendez-vous,
5d2646b4-3d2f-4cc2-8638-f9260a3b6f86,Driven as by a Madness,Poussés par une démence,Against the Shadow,YES,,Driven as by a Madness,Poussés par une démence,
ba785910-1b12-4b13-ae2f-f32598a26a9a,Dwarven Travelers,Voyageurs Nains,Against the Shadow,YES,,Dwarven Travelers,Voyageurs Nains,
8b1221db-3d35-4237-af31-7f35605d3856,Early Harvest,Récolte précoce,Against the Shadow,YES,,Early Harvest,Récolte précoce,
b4bdcb43-de05-43cb-884e-a6f168d420e4,Enchanted Stream,La rivière enchantée ,Against the Shadow,YES,,Enchanted Stream,La rivière enchantée ,
3991c37d-fa8d-486e-b1ed-5585d92dbccf,Eye Never Sleeping,L'Œil qui ne dort jamais,Against the Shadow,YES,,Eye Never Sleeping,L'Œil qui ne dort jamais,
382eb86d-5925-4e05-9c43-b7c2acbf6408,FEAR! FIRE! FOES!,DANGER ! AU FEU ! L'ENNEMI !,Against the Shadow,YES,,FEAR! FIRE! FOES!,DANGER ! AU FEU ! L'ENNEMI !,
7ca0a1ae-23d0-4bd5-8b28-b1f149d7d87a,Faithless Steward,Intendant déloyal,Against the Shadow,YES,,Faithless Steward,Intendant déloyal,
1a73c7ab-e4a4-4bc9-84ef-a527e107f68d,Far Below the Deepest Delvings,Sous les plus profondes caves des Nains,Against the Shadow,YES,,Far Below the Deepest Delvings,Sous les plus profondes caves des Nains,
1c56fd9a-a05d-4a6a-ba1b-48748193c690,Farmer Maggot,Père Maggotte,Against the Shadow,YES,,Farmer Maggot,Père Maggotte,
9b9682d3-9707-4db6-b617-78664b01753c,Fealty Under Trial,Allégeance mise à l'épreuve,Against the Shadow,YES,,Fealty Under Trial,Allégeance mise à l'épreuve,
3fac3478-dfb0-47e2-9312-6ee36a2b9575,Framsburg,Framsbourg,Against the Shadow,YES,,Framsburg,Framsbourg,
7edf3def-83b2-43e0-b359-cc513e46d5b2,Full of Froth and Rage,Écumantes et pleines de rage,Against the Shadow,YES,,Full of Froth and Rage,Écumantes et pleines de rage,
13dd4a91-b48c-43ef-ad2b-5f5500e2662b,Gandalf the White Rider,Gandalf le Cavalier Blanc,Against the Shadow,YES,,Gandalf the White Rider,Gandalf le Cavalier Blanc,
e542fc40-d154-4f4e-877e-5356e0dcdfba,Glamour of Surpassing Excellance,Une excellence sans pareille,Against the Shadow,YES,,Glamour of Surpassing Excellance,Une excellence sans pareille,
0db32d2a-1c2e-48af-b188-a3fe89d687d3,Goblin Earth-plumb,Fil à plomb Gobelin,Against the Shadow,YES,,Goblin Earth-plumb,Fil à plomb Gobelin,
a93a7936-3d05-4d60-a954-d43d1c758ade,Gold Hill,Colline dorée,Against the Shadow,YES,,Gold Hill,Colline dorée,
1225ff0e-7398-4250-b2b2-e473d63676b5,Great Bats,Grandes Chauves-souris,Against the Shadow,YES,,Great Bats,Grandes Chauves-souris,
5a55daed-587f-421d-afb7-63bc4d09abd1,Great Lord of Goblin-gate,Seigneur de la porte des Gobelins,Against the Shadow,YES,,Great Lord of Goblin-gate,Seigneur de la porte des Gobelins,
7d9e7027-f494-4669-965b-58bd3db0165a,Grey Havens,Havres Gris,Against the Shadow,YES,,Grey Havens,Havres Gris,
44fd8926-657d-41a9-b5c7-255095066393,Hail of Darts,Pluie de flèches,Against the Shadow,YES,,Hail of Darts,Pluie de flèches,
c041364f-17c1-4cbf-93c8-92d87f7f039b,Helm of Fear,Heaume de la peur,Against the Shadow,YES,,Helm of Fear,Heaume de la peur,
854c578d-ab89-46e6-bf8e-8efe680fcbcb,Hoard Well-searched,Trésor longtemps cherché,Against the Shadow,YES,,Hoard Well-searched,Trésor longtemps cherché,
41a0534b-a645-4b58-a551-5c020e1d37f2,Hold Rebuilt and Repaired,Fief reconstruit et réparé,Against the Shadow,YES,,Hold Rebuilt and Repaired,Fief reconstruit et réparé,
32867967-b62f-449b-a339-e9b993895b9f,Hounds of Sauron,Limiers de Sauron,Against the Shadow,YES,,Hounds of Sauron,Limiers de Sauron,
c5241b55-9b50-4e7f-981a-07aa4d4de468,Irerock,Ireroche,Against the Shadow,YES,,Irerock,Ireroche,
db3bd481-41d2-4227-97fb-50677e431e87,Iron Shield of Old,Bouclier de fer des temps anciens,Against the Shadow,YES,,Iron Shield of Old,Bouclier de fer des temps anciens,
939a8df5-2ec6-43c6-b8f6-0bceccacd841,Isle of the Ulond,Île de l'Ulond,Against the Shadow,YES,,Isle of the Ulond,Île de l'Ulond,
ba7d39bb-2c97-4ddb-bb25-35f5f7b95a71,Isles of the Dead that Live,Ile des Morts qui Vivent,Against the Shadow,YES,,Isles of the Dead that Live,Ile des Morts qui Vivent,
48e2b309-447c-4886-a359-1ba22070e971,Itangast Roused,Itangast enragé,Against the Shadow,YES,,Itangast Roused,Itangast enragé,
946acd67-09e1-4edc-ab53-ee62e87952ed,Jewel of Beleriand,Joyau du Beleriand,Against the Shadow,YES,,Jewel of Beleriand,Joyau du Beleriand,
54a9e8f8-cf58-44ea-babe-a42751fc854e,Join With That Power,Joignez-vous à ce pouvoir,Against the Shadow,YES,,Join With That Power,Joignez-vous à ce pouvoir,
3f9bbc86-3dc6-455f-bba9-8f8e0b4c2860,Knights of the Prince,Chevaliers du Prince,Against the Shadow,YES,,Knights of the Prince,Chevaliers du Prince,
a2961ac0-ad4e-4810-adec-f22854388047,Lady of the Golden Wood,Dame de la forêt d'or,Against the Shadow,YES,,Lady of the Golden Wood,Dame de la forêt d'or,
9192195e-1e36-43ad-98d3-5645d712a0db,Legendary Stair,Escalier légendaire,Against the Shadow,YES,,Legendary Stair,Escalier légendaire,
0db682a0-ee43-4a72-b4f3-40e90264f497,Leucaruth Roused,Leucaruth enragée,Against the Shadow,YES,,Leucaruth Roused,Leucaruth enragée,
3a3a799c-1d5d-488b-a3a7-ac377eafad32,Lord of the Carrock,Seigneur du Carrock,Against the Shadow,YES,,Lord of the Carrock,Seigneur du Carrock,
3fb9e2df-d062-4105-bf79-df734549d3f6,Lord of the Haven,Seigneur du Havre,Against the Shadow,YES,,Lord of the Haven,Seigneur du Havre,
e8bc5156-797a-489b-8700-a36eba271cb4,Master of the House,Maître de la Maison,Against the Shadow,YES,,Master of the House,Maître de la Maison,
954ce85c-8d33-4d18-998a-0d9b3c665885,Mauhúr,Mauhour,Against the Shadow,YES,,Mauhúr,Mauhour,
d45e921c-1431-4ef0-9b08-48090a8ca3e5,Morgul-orcs,Orques de Morgul,Against the Shadow,YES,,Morgul-orcs,Orques de Morgul,
1b79437b-065b-4816-b1a4-d347394b8416,Mount Slain,Monture abattue,Against the Shadow,YES,,Mount Slain,Monture abattue,
720844ca-ce8b-40af-a57b-3b7060a3b6df,Near to Hear a Whisper,Assez près pour entendre un murmure,Against the Shadow,YES,,Near to Hear a Whisper,Assez près pour entendre un murmure,
a70b76db-d574-439f-b8e0-61a806fec0d8,Necklace of Girion,Collier de Girion,Against the Shadow,YES,,Necklace of Girion,Collier de Girion,
6ba21447-5d17-40c3-9484-62ac6cb77c3c,No Strangers at this Time,Pas d'étrangers pour le moment,Against the Shadow,YES,,No Strangers at this Time,Pas d'étrangers pour le moment,
9bd25539-f3d4-4152-8828-bf79fe8bb6b3,Old Forest,Vieille Forêt,Against the Shadow,YES,,Old Forest,Vieille Forêt,
1dc9ff24-9491-4580-a330-8bfb32bae69c,Old Treasure,Vieux trésor,Against the Shadow,YES,,Old Treasure,Vieux trésor,
0a7ce4e3-b5a8-4b6b-9aaf-3382c3a7e181,One Foe to Breed a War,Un ennemi pour susciter une guerre,Against the Shadow,YES,,One Foe to Breed a War,Un ennemi pour susciter une guerre,
f762ea29-40a2-41b7-ac33-b42eb013be3f,Orc-mail,Cotte de mailles d’Orque,Against the Shadow,YES,,Orc-mail,Cotte de mailles d’Orque,
5df4056a-0df7-4906-939e-38f5cb4fe159,Orcs of Dol Guldur,Orques de Dol Guldur,Against the Shadow,YES,,Orcs of Dol Guldur,Orques de Dol Guldur,
d86a3fe4-987d-4def-aeaa-303203641a46,Orders from Lugbúrz,Aux ordres de Lugbúrz,Against the Shadow,YES,,Orders from Lugbúrz,Aux ordres de Lugbúrz,
dd0fe497-1ab5-47d1-823e-ec58864698cf,Our Own Wolves,Nos propres Loups,Against the Shadow,YES,,Our Own Wolves,Nos propres Loups,
8fe50728-4799-4539-8bc7-88bddbf763b6,Ovir Hollow,Creux d'Ovir,Against the Shadow,YES,,Ovir Hollow,Creux d'Ovir,
9223db14-69f7-4ded-9fc0-fcad4fa70bd6,Padding Feet,À pas de velours,Against the Shadow,YES,,Padding Feet,À pas de velours,
d47487be-693a-497a-9b2c-6f995fd13b5c,Pallando the Soul-keeper,Pallando le Gardien des Âmes,Against the Shadow,YES,,Pallando the Soul-keeper,Pallando le Gardien des Âmes,
e249aa26-aa05-4437-a680-d3c2cf29ffed,Petty-dwarves,Petits-nains,Against the Shadow,YES,,Petty-dwarves,Petits-nains,
ec86ab6f-f59c-4dd2-aa3b-2592c68b3fb0,Petty-dwarves,Petits-nains,Against the Shadow,YES,,Petty-dwarves,Petits-nains,
6dbc2399-de1d-4f3d-9b20-3c7cd9beef1d,Pilfer Anything Unwatched,Chaparder ce qui n'est pas surveillé,Against the Shadow,YES,,Pilfer Anything Unwatched,Chaparder ce qui n'est pas surveillé,
54fb5d54-7d6b-4059-a811-67b75b8f5178,Power Against the Shadow,Pouvoir contre l'Ombre,Against the Shadow,YES,,Power Against the Shadow,Pouvoir contre l'Ombre,
63f29e5b-0446-447a-b77a-8d139c9c26eb,Power Built by Waiting,Puissance édifiée dans l'attente,Against the Shadow,YES,,Power Built by Waiting,Puissance édifiée dans l'attente,
f1dba129-7a91-498d-9950-49c88bdf5281,Powers Too Dark and Terrible,Puissances trop sombres et terribles,Against the Shadow,YES,,Powers Too Dark and Terrible,Puissances trop sombres et terribles,
224b5fd0-758f-45a6-9282-9423b0065978,Radagast the Tamer,Radagast le Dresseur,Against the Shadow,YES,,Radagast the Tamer,Radagast le Dresseur,
7add2ab5-9460-4978-b223-944c9261529a,Raider-hold,Citadelle des maraudeurs,Against the Shadow,YES,,Raider-hold,Citadelle des maraudeurs,
3b6fb4e2-2fe0-48b6-a66b-27819804a146,Records Unread,Archives non lues,Against the Shadow,YES,,Records Unread,Archives non lues,
36da70d4-d403-4782-92da-6c6fa3ad1c6c,Regiment of Black Crows,Régiment de noirs Corbeaux,Against the Shadow,YES,,Regiment of Black Crows,Régiment de noirs Corbeaux,
168be65f-1ee7-4ce8-b471-ce2971c7b645,Returned Beyond All Hope,Retour au-delà de tout espoir,Against the Shadow,YES,,Returned Beyond All Hope,Retour au-delà de tout espoir,
bf947ae2-b72d-42b5-a613-8145b015be8d,Ride Against the Enemy,Chevaucher contre l'Ennemi,Against the Shadow,YES,,Ride Against the Enemy,Chevaucher contre l'Ennemi,
5bd0d28e-d60b-47d2-b106-cfda268b688d,Riven Gate,Porte fendue,Against the Shadow,YES,,Riven Gate,Porte fendue,
83158dfb-da0b-4d3c-936f-63d998dbd581,Rivendell,Fondcombe,Against the Shadow,YES,,Rivendell,Fondcombe,
0501c196-a42c-4f10-a4c0-c2b8826f4d11,Sack Over the Head,Sac sur la tête,Against the Shadow,YES,,Sack Over the Head,Sac sur la tête,
d7d239d6-ea24-4e49-90a7-e2415bf12b82,Safe from the Shadow,À l'abri de l'Ombre,Against the Shadow,YES,,Safe from the Shadow,À l'abri de l'Ombre,
00666e78-e4df-48b8-8a17-a41c3ed7e274,Saruman the Wise,Saroumane le Sage,Against the Shadow,YES,,Saruman the Wise,Saroumane le Sage,
8003c16f-260f-4862-8a4e-6935e0863fe4,Secret Book,Livre secret,Against the Shadow,YES,,Secret Book,Livre secret,
1cee503d-4c5b-40e2-91ae-4e916844b7f8,Short Legs Are Slow,Les petites jambes sont lentes,Against the Shadow,YES,,Short Legs Are Slow,Les petites jambes sont lentes,
c869a154-826a-45e3-a993-76f26be60b03,Slip Treacherously,Glissé perfidement,Against the Shadow,YES,,Slip Treacherously,Glissé perfidement,
9dd88f39-2869-46dc-bfca-07913f331b2d,Spies Feared,Des espions redoutés,Against the Shadow,YES,,Spies Feared,Des espions redoutés,
f9dab3b1-4747-4f26-b053-5754b6511b2a,Steeds,Destriers,Against the Shadow,YES,,Steeds,Destriers,
d355409a-e0b9-4bf7-bed4-f042f312c082,Stout Men of Gondor,Farouches Hommes du Gondor,Against the Shadow,YES,,Stout Men of Gondor,Farouches Hommes du Gondor,
4a269f10-3fe2-4126-8455-2588aebaf8b9,Summons from Long Sleep,Invoqué après un long sommeil,Against the Shadow,YES,,Summons from Long Sleep,Invoqué après un long sommeil,
b09ab6d0-a5dd-4d0b-a7f8-31a3a62750ad,The Ash Mountain Deeps,Les Abîmes des Monts Cendrés,Against the Shadow,YES,,The Ash Mountain Deeps,Les Abîmes des Monts Cendrés,
57c25d46-7a2b-488d-921c-6ea73c70626c,The Balrog,Le Balrog,Against the Shadow,YES,,The Balrog,Le Balrog,
355f493d-e4f3-4f13-a2e1-0712c8696023,The Dark Power,Le pouvoir ténébreux,Against the Shadow,YES,,The Dark Power,Le pouvoir ténébreux,
8c9f921d-086e-4bbd-b8b7-261299d0d886,The Gem-deeps,Les Abîmes de Cristal,Against the Shadow,YES,,The Gem-deeps,Les Abîmes de Cristal,
4dd86cd4-ec38-4ffe-bdbb-f735e891d2a1,The Great Eye,Le Grand Œil,Against the Shadow,YES,,The Great Eye,Le Grand Œil,
b992f42d-0cd9-48fe-ad09-de8f4e3dbbdf,The Iron-deeps,Les Abîmes de Fer,Against the Shadow,YES,,The Iron-deeps,Les Abîmes de Fer,
3ebcd33a-60b3-4241-8cd9-84a70ddd84ae,The Ithil-stone,La Pierre d'Ithil,Against the Shadow,YES,,The Ithil-stone,La Pierre d'Ithil,
5a3cdac1-94fa-4723-aa94-6c07bcedce63,The Misty Mountain Deeps,Les Abîmes des Monts Brumeux,Against the Shadow,YES,,The Misty Mountain Deeps,Les Abîmes des Monts Brumeux,
082442a8-ea92-48aa-9c31-fb9146563ca2,The Mountains of Shadow Deeps,Les Abîmes des Montagnes de l’Ombre,Against the Shadow,YES,,The Mountains of Shadow Deeps,Les Abîmes des Montagnes de l’Ombre,
fed4dffa-dc31-4bca-b57b-08c9519a71f1,The Sulfur-deeps,Les Abîmes de Soufre,Against the Shadow,YES,,The Sulfur-deeps,Les Abîmes de Soufre,
39b74425-0cd1-430d-92b2-ac7bc19c8dad,The Sun Unveiled,Le Soleil se dévoila,Against the Shadow,YES,,The Sun Unveiled,Le Soleil se dévoila,
175b0783-8d79-40d2-91fc-7371e3daa1ca,The Tormented Earth,La terre tourmentée,Against the Shadow,YES,,The Tormented Earth,La terre tourmentée,
928ece67-c6cd-44f3-b841-bfc1c15c447d,The Undeeps of Anduin,Les profondeurs de l'Anduin,Against the Shadow,YES,,The Undeeps of Anduin,Les profondeurs de l'Anduin,
c0221458-9410-43e7-91dc-8d36d8c7decc,The Under-courts,La Cour des Abîmes,Against the Shadow,YES,,The Under-courts,La Cour des Abîmes,
d959c371-fc5b-477b-97c5-4df907f08df0,The Under-galleries,Les Galeries des Abîmes,Against the Shadow,YES,,The Under-galleries,Les Galeries des Abîmes,
2c4f3eab-bbf5-4545-8613-58341cb91abc,The Under-gates,Les Portes des Abîmes,Against the Shadow,YES,,The Under-gates,Les Portes des Abîmes,
60fbb1e1-c62c-47ac-8584-1c56c3974ea4,The Under-grottos,Les Grottes des Abîmes,Against the Shadow,YES,,The Under-grottos,Les Grottes des Abîmes,
7daa0b43-031a-4e0c-b049-f36d483d91ac,The Under-leas,Les Prairies des Abîmes,Against the Shadow,YES,,The Under-leas,Les Prairies des Abîmes,
0d8fa3b2-8356-4c74-b159-4970a5f9af7e,The Under-roads,Les routes souterraines,Against the Shadow,YES,,The Under-roads,Les routes souterraines,
95e76839-edc6-41c6-ae17-f4aeb141736e,The Under-vaults,Les Voûtes des Abîmes,Against the Shadow,YES,,The Under-vaults,Les Voûtes des Abîmes,
65f1af77-838a-4dc5-a221-e2c52a09bac1,The White Mountain Cavern-ways,Les voies caverneuses des Montagnes Blanches,Against the Shadow,YES,,The White Mountain Cavern-ways,Les voies caverneuses des Montagnes Blanches,
7674a55b-8f1e-46a2-94a5-5d358a15d5db,The Worthy Hills,Les Monts Honorables,Against the Shadow,YES,,The Worthy Hills,Les Monts Honorables,
eebab72e-a256-42fd-87db-dd14bcb013f4,Thong of Fire,Fouet de feu,Against the Shadow,YES,,Thong of Fire,Fouet de feu,
94be2f00-32a5-4eac-8acd-6ac99ecf2f53,Thrall-ring,Anneau d’emprise,Against the Shadow,YES,,Thrall-ring,Anneau d’emprise,
0ec3f5f6-2056-4330-8176-e58bcc1e1f55,Tokens to Show,Des preuves à révéler,Against the Shadow,YES,,Tokens to Show,Des preuves à révéler,
13a43332-19b6-4d11-8ca0-f022cb5ca5ba,Tower Raided,Tour pillée,Against the Shadow,YES,,Tower Raided,Tour pillée,
559c6012-eec1-4833-b058-684ad400d52b,Treason the Greatest Foe,"Trahison, le plus grand ennemi",Against the Shadow,YES,,Treason the Greatest Foe,"Trahison, le plus grand ennemi",
1c6da0ff-67ec-4043-88a1-fb600e83980c,Tribute Garnered,Tribut collecté,Against the Shadow,YES,,Tribute Garnered,Tribut collecté,
0ec20974-d87b-4620-9eb0-65cafed062e8,Trolls from the Mountains,Trolls des montagnes,Against the Shadow,YES,,Trolls from the Mountains,Trolls des montagnes,
73ee9303-9dfc-4509-9e3e-7d8df1196087,Troth-ring,Anneau d’étranglement,Against the Shadow,YES,,Troth-ring,Anneau d’étranglement,
b9fcd42a-c324-453b-a15a-bab649259793,Trouble on All Borders,Des problèmes à toutes les frontières,Against the Shadow,YES,,Trouble on All Borders,Des problèmes à toutes les frontières,
b60f39aa-df13-43f5-86d9-174c42733793,Turning Hope to Despair,En muant l'espoir en désespoir,Against the Shadow,YES,,Turning Hope to Despair,En muant l'espoir en désespoir,
76ff463d-9a49-4c1a-81ac-5bb217700ad8,Unhappy Blows,Coups malheureux,Against the Shadow,YES,,Unhappy Blows,Coups malheureux,
0423c523-3050-41b2-b961-be1e3bcaccde,Use Your Legs,Utilisez vos jambes,Against the Shadow,YES,,Use Your Legs,Utilisez vos jambes,
b7369aa5-2e41-4f48-81fd-074b046d95a4,Usriev of Treachery,Usriev de la traîtrise,Against the Shadow,YES,,Usriev of Treachery,Usriev de la traîtrise,
add49215-fea0-45b6-a491-92d9fb9592ef,Wain-easterlings,Orientaux des chariots,Against the Shadow,YES,,Wain-easterlings,Orientaux des chariots,
7926e3a1-93ba-475e-8860-af77910a7c40,Wain-easterlings,Orientaux des chariots,Against the Shadow,YES,,Wain-easterlings,Orientaux des chariots,
7b81c622-2835-4185-a2be-41fba78b1f26,Weathertop,Mont Venteux,Against the Shadow,YES,,Weathertop,Mont Venteux,
c20036ea-f859-4b50-9797-ff56b9ed3368,Well-preserved,Bien conservé,Against the Shadow,YES,,Well-preserved,Bien conservé,
28ca3017-3fce-4117-bb38-23339d40ce38,Wellinghall,Salle du Jaillissement,Against the Shadow,YES,,Wellinghall,Salle du Jaillissement,
1ade1f40-e87c-46f5-819e-9c49a9d7a2b0,Will Shaken,Volonté ébranlée,Against the Shadow,YES,,Will Shaken,Volonté ébranlée,
69fddae0-da63-435e-99ab-fcd000b549a3,World Gnawed by the Nameless,Monde rongé par les sans nom,Against the Shadow,YES,,World Gnawed by the Nameless,Monde rongé par les sans nom,
fac60eb9-03e0-44c9-a92f-52f3d6d56682,Woses of the Eryn Vorn,Woses de l'Eryn Vorn,Against the Shadow,YES,,Woses of the Eryn Vorn,Woses de l'Eryn Vorn,
a248f635-e76f-491d-a960-b688c6fbfcee,"""Two-headed"" Troll","Troll ""à deux têtes""",L'Oeil de Sauron,YES,,"""Two-headed"" Troll","Troll ""à deux têtes""",
640e28f5-8c4f-4b9f-861e-b3c67fc1f893,A Little Gold Ring,Un petit anneau d'or,L'Oeil de Sauron,YES,,A Little Gold Ring,Un petit anneau d'or,
5cec13f8-9054-4860-a530-330bc2d53c4d,A Malady Without Healing,Une maladie sans remède,L'Oeil de Sauron,YES,,A Malady Without Healing,Une maladie sans remède,
0e1e70a2-e9f9-4d1a-9dcd-264ed6c65f20,A Nice Place to Hide,Un bon endroit où se cacher,L'Oeil de Sauron,YES,,A Nice Place to Hide,Un bon endroit où se cacher,
670d1d4c-4682-4c35-8ae3-712647880d92,Agburanar Roused,Agburanar enragé,L'Oeil de Sauron,YES,,Agburanar Roused,Agburanar enragé,
ee936c87-8302-4e85-a542-3f6fa0c1d5d7,All Thought Bent upon It,Toute sa pensée fixée dessus,L'Oeil de Sauron,YES,,All Thought Bent upon It,Toute sa pensée fixée dessus,
bb562848-e3b6-4263-9e19-ed658254da84,Ambusher,Coupe-jarret,L'Oeil de Sauron,YES,,Ambusher,Coupe-jarret,
e2d3eda9-ddaa-40be-a16d-6379de2ce4e3,An Untimely Whisper,Murmure intempestif,L'Oeil de Sauron,YES,,An Untimely Whisper,Murmure intempestif,
cb8aad00-9abb-48ed-ae5b-b96677cf0775,Arouse Defenders,Rameuter les défenseurs,L'Oeil de Sauron,YES,,Arouse Defenders,Rameuter les défenseurs,
8b03511d-6632-4d52-be6c-5f8736f1158d,Arouse Denizens,Rameuter les résidents,L'Oeil de Sauron,YES,,Arouse Denizens,Rameuter les résidents,
4a44b47e-21c8-429b-9acc-e41ff4fe1abe,Arthadan Rangers,Rôdeurs d'Arthedain ,L'Oeil de Sauron,YES,,Arthadan Rangers,Rôdeurs d'Arthedain ,
27467367-c9e7-465b-911c-31ff1263edff,Awaiting the Call,En attendant l'appel,L'Oeil de Sauron,YES,,Awaiting the Call,En attendant l'appel,
5ce975b6-13bb-45d2-8207-73fd522ad795,Awaken Defenders,Éveiller les défenseurs,L'Oeil de Sauron,YES,,Awaken Defenders,Éveiller les défenseurs,
b2d3e273-b737-4bcf-beb3-23d2c3cd8f26,Awaken Denizens,Éveiller les résidents,L'Oeil de Sauron,YES,,Awaken Denizens,Éveiller les résidents,
81186c8b-66b5-42a6-b502-93736d56209a,Back to the Fray,Rejetés dans la mêlée,L'Oeil de Sauron,YES,,Back to the Fray,Rejetés dans la mêlée,
e47c2408-88ed-4c5f-be74-8c32a0592203,Bade to Rule,Prié de gouverner,L'Oeil de Sauron,YES,,Bade to Rule,Prié de gouverner,
5d315ed5-529b-4e79-9e03-9a1cf723bfad,Bag End,Cul-de-Sac,L'Oeil de Sauron,YES,,Bag End,Cul-de-Sac,
f521d87f-647e-4954-9496-d963ed7d3ecd,Bandit Lair,Repaire de bandits,L'Oeil de Sauron,YES,,Bandit Lair,Repaire de bandits,
6b4840dd-2a46-4330-bf0a-dede4f994d38,Barrow-downs,Hauts des Galgals,L'Oeil de Sauron,YES,,Barrow-downs,Hauts des Galgals,
afcd3d68-3b87-413c-8b53-abe943f82f65,Barrow-wight,Être des galgals,L'Oeil de Sauron,YES,,Barrow-wight,Être des galgals,
0d11c23b-255e-499f-a453-c7404d15e063,Beorning Toll,Octroi des Beornides,L'Oeil de Sauron,YES,,Beorning Toll,Octroi des Beornides,
5916e803-107c-42c1-ae0e-260ff15394be,Beornings,Beornides,L'Oeil de Sauron,YES,,Beornings,Beornides,
dea12f7b-45ed-459e-8943-9a8fb1f46323,Beorn’s House,Maison de Beorn,L'Oeil de Sauron,YES,,Beorn’s House,Maison de Beorn,
4f6ea22e-40ae-49d1-9308-dcba5c6a1e86,Binding-ring,Anneau d'assujettissement,L'Oeil de Sauron,YES,,Binding-ring,Anneau d'assujettissement,
cf932019-528c-4e3b-9de1-05f8df31ec14,Bitter Cold,Froid mordant,L'Oeil de Sauron,YES,,Bitter Cold,Froid mordant,
8e3e8f78-e90f-4d2d-96b8-0e160878aea1,Black Mace,Masse d'armes noire,L'Oeil de Sauron,YES,,Black Mace,Masse d'armes noire,
96b64525-9033-47fd-a0dc-ee7927ff58b8,Black Rain,Pluie noire,L'Oeil de Sauron,YES,,Black Rain,Pluie noire,
b85de429-d3a2-4316-bd64-d101250ed39b,Black Rider,Cavalier Noir,L'Oeil de Sauron,YES,,Black Rider,Cavalier Noir,
8c365a70-b26f-421d-9ac8-eac7c550e9a2,Black Trolls,Trolls Noirs,L'Oeil de Sauron,YES,,Black Trolls,Trolls Noirs,
1aefea56-0599-421c-9274-38fbfb725ee3,Black-hide Shield,Bouclier de cuir noir,L'Oeil de Sauron,YES,,Black-hide Shield,Bouclier de cuir noir,
